iso2c,year,finstress_mean,finstress_var,finstress_sd,finstress_var_lead1yr,finstress_sd_lead1yr,finstress_var_lag1yr,finstress_sd_lag1yr,finstress_mean_lead1yr,finstress_mean_lag1yr,country,gdp_growth,exchange_rate_usd,stock_price_volatility,stock_returns,iso3c,region,capital,longitude,latitude,income,lending,Equity,EquityR5,EquityH5,EquityR,EquityH,ImpLoans,ImpLoansR5,ImpLoansH5,ImpLoansR,ImpLoansH,Costs,CostsR5,CostsH5,CostsR,CostsH,ROAA,ROAAR5,ROAAH5,ROAAR,ROAAH,NetLoans,NetLoansR5,NetLoansH5,NetLoansR,NetLoansH,Z,NCO,Liquid,log_imploans,lv_bank_crisis,lv_lead1yr
AF,2009,0.837681122463092,1.19046917597623,0.0345031763172064,2.93269807910186,0.0541543911340702,0.0562778430646248,0.00750185597466552,0.771484161141691,0.89425351274042,Afghanistan,21.0206487363678,50.325,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF,2010,0.771484161141691,2.93269807910186,0.0541543911340702,,,1.19046917597623,0.0345031763172064,0.873686201551415,0.837681122463092,Afghanistan,8.43329048161792,46.4524610013175,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF,2011,0.873686201551415,,,,,2.93269807910186,0.0541543911340702,,0.771484161141691,Afghanistan,6.11368516942299,46.747007738581,,,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,2003,0.634732607719312,1.76817879755551,0.0420497181626168,4.16431565460955,0.0645315090061401,,,0.67722374698651,,Albania,5.77349056968094,121.86325,,,ALB,Europe & Central Asia (all income levels),Tirane,19.8172,41.3317,Upper middle income,IBRD,7.63891077041626,6.91807270050049,8.98649024963379,6.91807270050049,7.63891077041626,3.05015969276428,3.05015969276428,3.05015969276428,3.05015969276428,3.05015969276428,50.9904861450195,58.0641555786133,60.6185684204102,58.0641555786133,50.9904861450195,1.05814135074615,1.24504685401917,1.10571622848511,1.24504685401917,1.05814135074615,20.8018035888672,17.9227161407471,30.4716663360596,17.9227161407471,20.8018035888672,4.38534498214722,1.4897153377533,66.3248062133789,1.11519394753204,0,0
AL,2004,0.67722374698651,4.16431565460955,0.0645315090061401,0.527930406523554,0.0229767362025931,1.76817879755551,0.0420497181626168,0.601764227054996,0.634732607719312,Albania,5.70955658121406,102.780051196172,,,ALB,Europe & Central Asia (all income levels),Tirane,19.8172,41.3317,Upper middle income,IBRD,6.92423725128174,6.42767858505249,8.24680805206299,6.42767858505249,6.92423725128174,5.77419471740723,0.961450159549713,0.550000011920929,0.961450159549713,0.550000011920929,58.4835968017578,59.1076240539551,65.2170867919922,59.1076240539551,58.4835968017578,0.801127851009369,0.963779270648956,0.671436131000519,0.963779270648956,0.801127851009369,22.8762454986572,21.3202877044678,30.9869937896729,21.3202877044678,22.8762454986572,3.89538788795471,0.163459151983261,66.2397155761719,1.75339880381159,0,0
AL,2005,0.601764227054996,0.527930406523554,0.0229767362025931,2.66864148450901,0.0516588955022174,4.16431565460955,0.0645315090061401,0.61206625924962,0.67722374698651,Albania,5.72081995256856,99.8702544808992,,,ALB,Europe & Central Asia (all income levels),Tirane,19.8172,41.3317,Upper middle income,IBRD,7.23718643188477,6.47310543060303,7.66371870040894,6.47310543060303,7.23718643188477,4.44325685501099,1.36000001430511,,1.36000001430511,,54.5265998840332,53.5090675354004,56.8891906738281,53.5090675354004,54.5265998840332,1.62450850009918,1.47826015949249,1.39948201179504,1.47826015949249,1.62450850009918,29.9420852661133,30.9824142456055,43.5792999267578,30.9824142456055,29.9420852661133,4.46836376190186,3.65679574012756,55.8747253417969,1.49138763344887,0,0
AL,2006,0.61206625924962,2.66864148450901,0.0516588955022174,2.56752814170577,0.0506707819330407,0.527930406523554,0.0229767362025931,0.550732192536455,0.601764227054996,Albania,5.43101273397926,98.1033770912698,,,ALB,Europe & Central Asia (all income levels),Tirane,19.8172,41.3317,Upper middle income,IBRD,6.64524459838867,6.39433193206787,7.07835578918457,6.39433193206787,6.64524459838867,1.99628496170044,1.99628496170044,2.53999996185303,1.99628496170044,2.53999996185303,61.9644317626953,52.1975784301758,61.4499206542969,52.1975784301758,61.9644317626953,1.24724352359772,1.54099547863007,1.11428582668304,1.54099547863007,1.24724352359772,37.9031410217285,39.7146453857422,48.8050842285156,39.7146453857422,37.9031410217285,3.97965693473816,-0.124201662838459,51.7871551513672,0.691287934082108,0,0
AL,2007,0.550732192536455,2.56752814170577,0.0506707819330407,0.538475966400449,0.0232050849255168,2.66864148450901,0.0516588955022174,0.481147204428915,0.61206625924962,Albania,5.90000000867104,90.4278938310708,,,ALB,Europe & Central Asia (all income levels),Tirane,19.8172,41.3317,Upper middle income,IBRD,6.96286582946777,7.8648796081543,7.19718456268311,7.8648796081543,6.96286582946777,3.06979203224182,2.52750182151794,3.22204327583313,2.52750182151794,3.22204327583313,49.0736236572266,47.0654296875,47.8312950134277,47.0654296875,49.0736236572266,1.56558644771576,1.54558491706848,1.61435639858246,1.54558491706848,1.56558644771576,35.4396629333496,45.8835525512695,37.0160751342773,45.8835525512695,35.4396629333496,4.30033111572266,-0.0788642168045044,30.9509029388428,1.12160981736374,0,0
AL,2008,0.481147204428915,0.538475966400449,0.0232050849255168,1.47220172889113,0.0383692810577828,2.56752814170577,0.0506707819330407,0.565833449638035,0.550732192536455,Albania,7.52999998948079,83.8946041005291,,,ALB,Europe & Central Asia (all income levels),Tirane,19.8172,41.3317,Upper middle income,IBRD,8.79096794128418,9.9860200881958,8.97245597839356,9.9860200881958,8.69756603240967,5.31076717376709,8.68823432922363,3.95478487014771,8.68823432922363,3.95478487014771,47.4921951293945,50.5557594299317,46.8643417358399,50.5557594299317,47.2091522216797,1.72779321670532,1.49091231822968,1.75580930709839,1.49091231822968,1.73911678791046,42.7045288085938,53.1196022033691,44.3102798461914,53.1196022033691,42.5590972900391,5.30391216278076,0.115149594843388,16.0203342437744,1.66973630198697,0,0
AL,2009,0.565833449638035,1.47220172889113,0.0383692810577828,1.37295886245412,0.0370534595207266,0.538475966400449,0.0232050849255168,0.52707364687211,0.481147204428915,Albania,3.35000000887302,94.9781198203843,,,ALB,Europe & Central Asia (all income levels),Tirane,19.8172,41.3317,Upper middle income,IBRD,10.1922006607056,10.2291507720947,10.576940536499,10.2291507720947,10.0553407669067,10.0828418731689,13.4389533996582,9.41811656951904,13.4389533996582,9.41811656951904,49.1326217651367,53.5893516540527,45.00732421875,53.5893516540527,48.932258605957,1.27163469791412,1.20196723937988,1.40062654018402,1.20196723937988,1.27669155597687,47.3175315856934,53.5463905334473,49.046329498291,53.5463905334473,47.2035598754883,5.78044986724854,-0.0354291647672653,19.3012447357178,2.3108351547699,0,0
AL,2010,0.52707364687211,1.37295886245412,0.0370534595207266,0.410852359075304,0.0202694933107689,1.47220172889113,0.0383692810577828,0.548655581565694,0.565833449638035,Albania,3.70999999380066,103.9364433527,,,ALB,Europe & Central Asia (all income levels),Tirane,19.8172,41.3317,Upper middle income,IBRD,10.6050119400024,10.677417755127,10.9205904006958,10.677417755127,10.5370979309082,14.4464864730835,19.1764259338379,13.5591535568237,19.1764259338379,13.5591535568237,50.9925270080566,52.5334281921387,46.6570625305176,52.5334281921387,50.3665046691895,1.25741636753082,1.58888328075409,1.33451163768768,1.58888328075409,1.28343164920807,46.7450332641602,50.361572265625,46.8631210327149,50.361572265625,46.5567131042481,5.9814338684082,-0.179071739315987,20.9836463928223,2.67045123434087,0,0
AL,2011,0.548655581565694,0.410852359075304,0.0202694933107689,,,1.37295886245412,0.0370534595207266,,0.52707364687211,Albania,2.55000000544001,100.89495472583,,,ALB,Europe & Central Asia (all income levels),Tirane,19.8172,41.3317,Upper middle income,IBRD,10.8265552520752,10.9299192428589,11.1913366317749,10.9299192428589,10.6827220916748,13.9499807357788,13.7001686096191,17.1033153533936,13.7001686096191,17.1033153533936,49.0842971801758,56.3610610961914,46.3000564575195,56.3610610961914,48.6408958435059,1.41122996807098,1.05637001991272,1.42680144309998,1.05637001991272,1.42397022247314,47.142749786377,48.7595405578613,46.9933776855469,48.7595405578613,46.8279762268066,6.17070198059082,-0.0188003890216351,17.5772438049316,2.63547812731867,0,
AM,2003,0.77088241897147,,,6.65689975518714,0.0815898262970766,,,0.760549446001517,,Armenia,14.0407950559649,578.762954545455,,,ARM,Europe & Central Asia (all income levels),Yerevan,44.509,40.1596,Lower middle income,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AM,2004,0.760549446001517,6.65689975518714,0.0815898262970766,4.04968740586073,0.0636371542878901,,,0.644347117959717,0.77088241897147,Armenia,10.4678418639969,533.450833333333,,,ARM,Europe & Central Asia (all income levels),Yerevan,44.509,40.1596,Lower middle income,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AM,2005,0.644347117959717,4.04968740586073,0.0636371542878901,0.0622805180391626,0.00789180068420146,6.65689975518714,0.0815898262970766,0.731212391016623,0.760549446001517,Armenia,13.8657112498155,457.686940629159,,,ARM,Europe & Central Asia (all income levels),Yerevan,44.509,40.1596,Lower middle income,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AM,2006,0.731212391016623,0.0622805180391626,0.00789180068420146,0.821260473376129,0.0286576424950855,4.04968740586073,0.0636371542878901,0.704336718513265,0.644347117959717,Armenia,13.1980035154758,416.040369724542,,,ARM,Europe & Central Asia (all income levels),Yerevan,44.509,40.1596,Lower middle income,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AM,2007,0.704336718513265,0.821260473376129,0.0286576424950855,1.14450300284073,0.0338305040287716,0.0622805180391626,0.00789180068420146,0.671558292537094,0.731212391016623,Armenia,13.7492019586216,342.079116208671,,,ARM,Europe & Central Asia (all income levels),Yerevan,44.509,40.1596,Lower middle income,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AM,2008,0.671558292537094,1.14450300284073,0.0338305040287716,4.8514510727151,0.0696523587017346,0.821260473376129,0.0286576424950855,0.762281897003045,0.704336718513265,Armenia,6.90000000168239,305.969400261936,,,ARM,Europe & Central Asia (all income levels),Yerevan,44.509,40.1596,Lower middle income,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AM,2009,0.762281897003045,4.8514510727151,0.0696523587017346,2.05606655447918,0.0453438700871372,1.14450300284073,0.0338305040287716,0.754592221338674,0.671558292537094,Armenia,-14.149988640087,363.283285606061,,,ARM,Europe & Central Asia (all income levels),Yerevan,44.509,40.1596,Lower middle income,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AM,2010,0.754592221338674,2.05606655447918,0.0453438700871372,0.15588659716624,0.012485455424863,4.8514510727151,0.0696523587017346,0.652775319254241,0.762281897003045,Armenia,2.1999999991457,373.660466738817,,,ARM,Europe & Central Asia (all income levels),Yerevan,44.509,40.1596,Lower middle income,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
AM,2011,0.652775319254241,0.15588659716624,0.012485455424863,,,2.05606655447918,0.0453438700871372,,0.754592221338674,Armenia,4.69999999861844,372.500882448711,,,ARM,Europe & Central Asia (all income levels),Yerevan,44.509,40.1596,Lower middle income,Blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
AN,2003,0.634536406480437,13.1239436879744,0.114559782157502,8.74330313910118,0.0935056315903014,,,0.725203618221986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,2004,0.725203618221986,8.74330313910118,0.0935056315903014,3.67813611669205,0.0606476390034439,13.1239436879744,0.114559782157502,0.759165314070434,0.634536406480437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,2005,0.759165314070434,3.67813611669205,0.0606476390034439,1.27595176058079,0.035720466970363,8.74330313910118,0.0935056315903014,0.831567855412338,0.725203618221986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,2006,0.831567855412338,1.27595176058079,0.035720466970363,2.41987000696674,0.0491921742451657,3.67813611669205,0.0606476390034439,0.760949164241603,0.759165314070434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,2007,0.760949164241603,2.41987000696674,0.0491921742451657,4.19246258005898,0.0647492284128466,1.27595176058079,0.035720466970363,0.767851435676355,0.831567855412338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,2008,0.767851435676355,4.19246258005898,0.0647492284128466,1.20226016159196,0.0346736234274984,2.41987000696674,0.0491921742451657,0.825904017334713,0.760949164241603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,2009,0.825904017334713,1.20226016159196,0.0346736234274984,0.576872249631409,0.0240181649930091,4.19246258005898,0.0647492284128466,0.715615831464084,0.767851435676355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN,2010,0.715615831464084,0.576872249631409,0.0240181649930091,,,1.20226016159196,0.0346736234274984,,0.825904017334713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO,2003,0.826727930584816,1.2315261726878,0.0350931071962544,0.657635360249611,0.0256444021230679,,,0.727741306494762,,Angola,5.24749454056162,74.6063008333333,,,AGO,Sub-Saharan Africa (all income levels),Luanda,13.242,-8.81155,Lower middle income,IDA,11.1936559677124,9.56353569030762,9.56353569030762,10.7015037536621,11.1936559677124,10.328519821167,10.328519821167,10.328519821167,10.328519821167,10.328519821167,41.4868965148926,49.712947845459,49.712947845459,41.9291763305664,41.4868965148926,1.67212200164795,0.185811102390289,0.185811102390289,1.68697762489319,1.67212200164795,25.2101345062256,32.2562370300293,32.2562370300293,25.1190662384033,25.2101345062256,10.1990995407105,,51.971622467041,2.33490898352941,,
AO,2004,0.727741306494762,0.657635360249611,0.0256444021230679,3.76944838978976,0.0613958336517207,1.2315261726878,0.0350931071962544,0.701099078628096,0.826727930584816,Angola,10.8795774758584,83.5413625,,,AGO,Sub-Saharan Africa (all income levels),Luanda,13.242,-8.81155,Lower middle income,IDA,10.5003099441528,8.23561000823975,8.23561000823975,9.93260192871094,10.5003099441528,9.91739368438721,9.91739368438721,9.91739368438721,9.91739368438721,9.91739368438721,49.8427772521973,50.2384567260742,50.2384567260742,45.3872795104981,49.8427772521973,1.86654734611511,1.59199094772339,1.59199094772339,1.95888352394104,1.86654734611511,27.7437858581543,31.6983032226563,31.6983032226563,27.8731117248535,27.7437858581543,9.80359363555908,,47.4863700866699,2.2942901533476,,
AO,2005,0.701099078628096,3.76944838978976,0.0613958336517207,3.73138563503271,0.0610850688387326,0.657635360249611,0.0256444021230679,0.707887686954471,0.727741306494762,Angola,18.2614503245644,87.1591416666667,,,AGO,Sub-Saharan Africa (all income levels),Luanda,13.242,-8.81155,Lower middle income,IDA,9.09658813476562,6.46873998641968,6.46873998641968,9.05483055114746,9.09658813476562,7.44125938415527,7.44125938415527,7.44125938415527,7.44125938415527,7.44125938415527,60.533317565918,56.9375686645508,56.9375686645508,62.1297378540039,60.533317565918,2.10423040390015,1.79379510879517,1.79379510879517,2.10679030418396,2.10423040390015,26.8118839263916,27.3526821136475,27.3526821136475,27.5931720733643,26.8118839263916,8.87923908233643,,45.4055786132813,2.00704010658398,,
AO,2006,0.707887686954471,3.73138563503271,0.0610850688387326,0.611223509371241,0.0247229348858755,3.76944838978976,0.0613958336517207,0.756674215562216,0.701099078628096,Angola,20.7351248827892,80.3680720555556,,,AGO,Sub-Saharan Africa (all income levels),Luanda,13.242,-8.81155,Lower middle income,IDA,9.08810234069824,6.55086660385132,7.28225994110107,9.05276870727539,9.08810234069824,3.56404328346252,6.30000019073486,5.87393140792847,6.30000019073486,5.87393140792847,56.345344543457,65.0038604736328,65.1576919555664,57.3547058105469,56.345344543457,2.26841831207275,1.0144739151001,0.9974524974823,2.0812029838562,2.26841831207275,32.7947196960449,30.2015228271484,30.6337413787842,31.4251403808594,32.7947196960449,9.00266838073731,,41.8439788818359,1.27089565416516,,
AO,2007,0.756674215562216,0.611223509371241,0.0247229348858755,2.13438575683411,0.0461994129490204,3.73138563503271,0.0610850688387326,0.73165717754608,0.707887686954471,Angola,22.5930542991417,76.70614275,,,AGO,Sub-Saharan Africa (all income levels),Luanda,13.242,-8.81155,Lower middle income,IDA,8.68073463439941,6.46390151977539,6.93203926086426,9.02021026611328,8.68073463439941,2.20205950737,3.13000011444092,3.12319302558899,3.13000011444092,3.12319302558899,44.0695419311523,40.6741485595703,42.1365509033203,44.3077278137207,44.0695419311523,2.98072814941406,2.28276824951172,2.2091281414032,2.65656757354736,2.98072814941406,37.3961524963379,33.1900329589844,34.0680923461914,34.6976699829102,37.3961524963379,9.24440574645996,0.140000000596046,32.2241859436035,0.789393062172395,,
AO,2008,0.73165717754608,2.13438575683411,0.0461994129490204,0.972812481915196,0.0311899419992278,0.611223509371241,0.0247229348858755,0.779393009335108,0.756674215562216,Angola,13.8171458087553,75.0333541666667,,,AGO,Sub-Saharan Africa (all income levels),Luanda,13.242,-8.81155,Lower middle income,IDA,7.56282472610474,6.501145362854,6.68835067749023,7.9438362121582,7.56282472610474,2.25134015083313,2.99399304389954,2.87306475639343,2.99399304389954,2.87306475639343,37.1100997924805,35.643798828125,37.5769195556641,35.7163238525391,37.1100997924805,3.3548641204834,2.77645826339722,2.68622636795044,3.34212803840637,3.3548641204834,30.4113502502441,31.786735534668,32.452564239502,29.2778167724609,30.4113502502441,8.65479278564453,0.43612551689148,52.9005966186524,0.811525661496099,,
AO,2009,0.779393009335108,0.972812481915196,0.0311899419992278,0.704146887035273,0.0265357661851938,2.13438575683411,0.0461994129490204,0.789274094682839,0.73165717754608,Angola,2.41286969254453,79.3281666666667,,,AGO,Sub-Saharan Africa (all income levels),Luanda,13.242,-8.81155,Lower middle income,IDA,9.44119453430176,8.63622951507568,9.18106460571289,9.85974502563477,9.44119453430176,3.32551097869873,4.06311893463135,3.80578207969666,4.06311893463135,3.80578207969666,33.1736907958984,32.7193565368652,34.8980941772461,33.1317901611328,33.1736907958984,3.30256867408752,2.97306299209595,2.96674609184265,3.36975717544556,3.30256867408752,38.3743858337402,43.2943382263184,43.1632804870605,37.4961700439453,38.3743858337402,10.1023797988892,0.355325102806091,27.1832275390625,1.20162334010472,,
AO,2010,0.789274094682839,0.704146887035273,0.0265357661851938,0.441705236848991,0.0210167846458251,0.972812481915196,0.0311899419992278,0.773109878124588,0.779393009335108,Angola,3.40765479391563,91.9057203405018,,,AGO,Sub-Saharan Africa (all income levels),Luanda,13.242,-8.81155,Lower middle income,IDA,10.6140727996826,9.66340446472168,10.1727056503296,10.6077823638916,10.6140727996826,8.17912483215332,10.0570430755615,10.0635948181152,10.0570430755615,10.0635948181152,36.2769584655762,34.4975433349609,35.8798408508301,37.1102600097656,36.2769584655762,3.37790083885193,2.90150308609009,2.80045819282532,3.22040438652039,3.37790083885193,36.8238983154297,35.9867820739746,36.5414161682129,32.0528564453125,36.8238983154297,11.0918703079224,-0.503022968769074,29.2284965515137,2.10158515615664,,
AO,2011,0.773109878124588,0.441705236848991,0.0210167846458251,,,0.704146887035273,0.0265357661851938,,0.789274094682839,Angola,3.91859698579799,93.93475,,,AGO,Sub-Saharan Africa (all income levels),Luanda,13.242,-8.81155,Lower middle income,IDA,10.6168003082275,8.9452075958252,9.38217639923096,9.92524814605713,10.6168003082275,5.73877048492432,5.9658465385437,6.19315004348755,5.9658465385437,6.19315004348755,45.2177505493164,39.0825119018555,42.5155296325684,41.3944702148438,45.2177505493164,2.5049569606781,2.02039933204651,2.01662039756775,2.43929600715637,2.5049569606781,33.3074760437012,36.5786933898926,35.7794723510742,31.5307006835938,33.3668670654297,10.4020299911499,0.653313279151917,42.257926940918,1.74724498615442,,
AR,2003,0.669181576889086,5.24027687492868,0.0723897566989189,2.63806342337282,0.0513620815716499,,,0.66261065187442,,Argentina,8.83704079576924,2.90062916666667,43.87827,83.26054,ARG,Latin America & Caribbean (all income levels),Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,10.6283779144287,9.72717666625977,11.936915397644,10.821310043335,10.6283779144287,18.1890544891357,17.4212608337402,16.1392650604248,17.6695289611816,18.0794906616211,142.63752746582,151.099182128906,161.830184936523,147.539581298828,142.567123413086,-2.9903838634491,-3.22845411300659,-1.92773461341858,-3.10831189155579,-2.9903838634491,32.4245796203613,32.5453681945801,37.5148963928223,32.3238563537598,32.4245796203613,1.83959698677063,12.6521015167236,13.9216156005859,2.90082001147237,1,0
AR,2004,0.66261065187442,2.63806342337282,0.0513620815716499,13.5865427178426,0.116561325995557,5.24027687492868,0.0723897566989189,0.497096791428146,0.669181576889086,Argentina,9.02957330210756,2.92330081890332,32.45397,51.2389,ARG,Latin America & Caribbean (all income levels),Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD,10.1301975250244,9.74833869934082,11.1682662963867,10.2069492340088,10.1301975250244,9.41926193237305,8.66054916381836,7.300940990448,8.7463493347168,9.56408596038818,117.037269592285,98.1545333862305,102.602142333984,117.869682312012,117.037269592285,-0.246389970183373,-0.0291030555963516,-0.0547720640897751,-0.254254370927811,-0.246389970183373,30.8155555725098,31.1822853088379,32.4677925109863,30.6117515563965,30.8155555725098,2.38049793243408,11.8796806335449,23.0204315185547,2.24275673439054,0,0
